83.64.21.143,4662
83.34.100.20,4662
83.28.6.199,4001
83.25.216.132,4662
83.154.154.72,4662
83.130.209.230,4662
83.129.9.89,80[HTTP]
82.83.171.35,3530
82.82.53.110,8000
82.82.221.215,4762
82.82.129.126,4662
82.82.111.67,4662
82.82.102.114,4772
82.81.195.12,4662
82.80.154.241,4001
82.42.24.240,0
82.39.117.84,89
82.37.145.75,4662
82.213.128.24,4661
82.194.146.42,4662
82.139.14.165,4661
82.139.1.249,4662
81.7.76.63,4662
81.61.103.71,4001
81.56.231.190,9718
81.56.219.158,40661
81.53.61.67,4662
81.38.65.149,8887
81.35.169.53,6881
81.32.56.76,4662
81.250.166.221,0
81.248.19.27,60001
81.202.105.182,4662
81.202.0.14,4661
81.189.18.134,4662
81.106.93.129,4662
81.10.152.52,4662
80.8.27.245,7275
80.8.153.76,4001
80.53.143.154,60401
80.50.92.153,4001
80.5.99.100,4662
80.34.226.113,578
80.32.192.213,4662
80.28.116.194,4001
80.25.29.220,4662
80.222.124.166,4675
80.180.151.88,9001
80.179.24.35,4662
80.172.4.117,4660
80.144.81.26,0
80.143.37.94,4001
80.142.103.181,4662
80.141.186.119,4662
80.14.193.191,4663
80.139.24.232,4662
80.138.238.180,4662
80.137.61.107,4662
80.134.154.233,4662
80.132.107.82,4001
80.131.221.149,4662
80.131.148.224,4662
80.130.27.228,4256
80.129.112.16,6910
68.46.153.35,4661
67.170.5.77,4662
66.60.6.80,27374
66.186.89.4,27083
64.252.8.108,4662
62.245.209.144,4662
62.219.56.121,4662
62.218.203.219,4662
62.214.63.103,4001
62.21.46.66,4661
62.21.24.89,4661
62.121.103.152,4242
62.109.103.4,4001
62.107.69.140,8083
62.0.186.144,4662
24.34.98.149,4662
24.150.226.35,4662
24.122.59.203,4662
220.185.228.54,4662
218.2.178.243,3746
217.88.146.145,4662
217.86.8.246,4662
217.83.236.116,3662
217.82.179.29,4662
217.82.176.104,4662
217.43.8.144,5599
217.237.91.250,0
217.235.89.141,4001
217.234.212.2,0
217.234.127.126,4662
217.233.150.222,0
217.228.93.202,4662
217.228.125.200,4001
217.227.53.135,4662
217.227.201.100,4662
217.227.186.243,4001
217.226.23.165,4001
217.226.135.230,4662
217.217.6.205,4662
217.187.197.209,4242
217.162.31.53,4662
217.132.254.146,4001
217.132.253.85,4662
217.132.251.109,4662
216.72.41.31,5773
213.8.160.198,7764
213.8.154.91,4662
213.60.148.6,23[TELNET]
213.37.175.92,4662
213.37.160.190,4500
213.254.41.92,4662
213.23.218.212,4662
213.23.209.204,4662
213.23.204.150,4662
213.22.38.41,4663
213.211.175.209,10003
213.168.121.178,4662
212.97.170.152,4662
212.242.166.4,4663
212.202.176.31,4001
212.199.182.170,4662
212.194.16.65,5662
212.179.85.178,4662
212.179.209.63,3737
212.179.163.5,4662
212.179.142.116,5454
212.150.205.238,4662
212.149.248.147,4662
211.178.50.114,4662
206.116.19.164,5151
200.96.208.164,4661
195.14.201.247,4662
195.136.130.157,7662
193.95.239.17,4001
192.168.1.10,0
192.168.0.22,0
192.168.0.166,0
172.21.0.1,4662
172.21.0.1,4001
172.177.195.243,7662
140.115.230.180,1300
140.112.243.228,5442
